field_id,crop,variety,soil_type,planting_date,harvest_date,fertilizer_kg_ha,pesticide_l_ha,yield_kg_ha
140,Paddy,B,sandy,2019-01-23,2019-05-11,55.38,36.19,6750.8
121,Jowar,B,loam,2016-03-12,2016-07-08,173.36,25.73,3204.65
159,Jowar,B,loam,2016-12-30,2017-05-28,61.63,2.0,3056.99
53,Maize,B,loam,2020-04-29,2020-09-01,177.02,27.6,5121.24
185,Paddy,B,loam,2009-04-28,2009-08-12,105.01,35.65,6239.01
133,Maize,B,sandy,2016-06-13,2016-10-02,116.69,42.13,5397.51
127,Jowar,A,sandy,2009-06-09,2009-09-25,59.85,43.67,3150.16
35,Jowar,C,loam,2019-11-11,2020-03-05,135.93,23.3,3718.51
130,Jowar,A,clay,2009-01-01,2009-05-29,188.79,39.09,2569.98
87,Jowar,A,clay,1998-07-17,1998-12-12,123.3,6.36,3365.7
67,Jowar,C,sandy,1999-05-18,1999-10-12,78.47,0.39,2470.46
18,Paddy,C,sandy,2004-10-02,2005-02-10,185.56,26.93,6064.58
192,Jowar,B,loam,2009-03-31,2009-06-29,144.17,33.69,2789.66
68,Maize,C,sandy,2012-03-28,2012-08-09,197.43,25.02,4322.48
187,Paddy,B,loam,2015-10-30,2016-02-21,59.97,0.73,5177.27
138,Cotton,C,loam,2007-08-01,2007-12-10,196.2,32.57,3018.48
17,Jowar,C,sandy,2015-05-28,2015-10-13,182.79,49.99,3272.42
129,Maize,B,loam,2003-01-06,2003-04-21,78.54,8.41,4727.5
159,Maize,A,loam,2006-03-09,2006-07-20,52.51,47.44,4761.21
120,Cotton,C,loam,2001-12-10,2002-05-01,59.21,37.92,2741.96
49,Paddy,C,loam,2016-07-26,2016-11-06,195.15,22.58,5947.0
124,Maize,A,clay,2018-07-05,2018-11-07,55.24,23.34,4394.77
158,Paddy,C,clay,2001-12-13,2002-05-02,103.02,33.75,5659.52
60,Paddy,C,loam,2017-09-03,2017-12-08,72.9,20.21,6073.73
175,Jowar,B,loam,2019-08-15,2019-12-14,74.21,4.01,2815.62
104,Jowar,C,clay,2012-01-10,2012-04-29,179.07,16.56,3193.7
63,Paddy,A,clay,2003-01-21,2003-06-04,146.54,16.0,4901.12
120,Jowar,A,loam,2011-05-02,2011-09-05,108.48,3.38,2940.73
89,Jowar,C,clay,2001-07-03,2001-10-08,188.99,23.46,3175.28
155,Maize,B,clay,2016-06-27,2016-11-02,60.46,6.72,4040.64
58,Maize,C,sandy,2019-08-29,2020-01-07,183.6,25.41,5665.99
134,Cotton,A,loam,2013-09-03,2014-01-03,57.71,49.92,2143.37
97,Paddy,B,clay,2009-07-16,2009-11-01,55.99,36.59,4802.71
124,Cotton,C,clay,1999-11-01,2000-02-13,151.14,26.61,2591.65
149,Maize,C,sandy,2015-12-17,2016-04-15,83.04,33.96,5870.53
179,Paddy,C,loam,2015-04-30,2015-08-14,71.55,26.64,6045.26
8,Jowar,B,sandy,2018-09-30,2019-01-20,141.46,30.54,2655.1
150,Paddy,A,sandy,1998-12-07,1999-04-23,137.1,44.97,5194.08
42,Maize,C,loam,2005-03-08,2005-06-25,101.27,1.73,4962.45
4,Maize,A,clay,2023-02-13,2023-05-18,54.02,40.88,4527.19
39,Cotton,A,loam,2001-08-05,2001-11-05,169.36,32.7,2656.41
84,Maize,A,loam,2023-04-27,2023-08-28,153.56,29.97,5240.0
61,Cotton,A,loam,2011-06-18,2011-11-09,76.29,1.79,2761.94
3,Maize,C,loam,2017-07-07,2017-10-11,111.44,23.55,5231.12
178,Maize,A,sandy,2020-01-10,2020-04-17,70.33,28.74,5481.06
49,Cotton,B,loam,2005-11-07,2006-03-02,148.22,1.0,3083.26
54,Jowar,B,clay,2022-12-15,2023-03-18,134.3,48.97,2642.18
151,Maize,A,clay,2006-08-18,2006-12-29,153.89,17.85,5191.68
131,Maize,A,sandy,2015-11-27,2016-03-26,179.25,11.83,4624.73
145,Jowar,C,loam,2021-04-12,2021-08-17,110.06,40.28,3165.51
3,Cotton,A,sandy,2019-02-27,2019-07-18,155.86,31.75,2534.35
120,Jowar,B,sandy,2006-05-31,2006-08-29,108.06,28.95,2715.89
90,Maize,A,clay,2006-01-19,2006-06-02,81.19,27.36,5928.14
134,Paddy,A,sandy,2010-03-02,2010-07-30,192.44,43.74,6747.82
93,Jowar,A,loam,2000-03-04,2000-06-22,195.35,38.52,3322.35
5,Paddy,B,clay,2021-08-23,2021-12-22,164.74,44.04,6333.3
63,Jowar,A,clay,2002-09-24,2003-02-01,86.35,17.22,3011.9
12,Cotton,C,clay,2014-02-06,2014-06-06,111.64,11.71,2499.73
199,Maize,A,sandy,2013-03-03,2013-06-08,55.01,2.86,4162.11
22,Paddy,A,loam,2022-06-07,2022-09-28,169.37,9.62,5972.77
69,Maize,C,loam,2017-09-22,2018-01-07,194.82,22.31,4587.83
52,Paddy,B,sandy,1999-05-08,1999-10-02,138.5,3.51,5558.32
25,Paddy,B,loam,2011-05-19,2011-09-07,168.92,40.71,5388.94
45,Cotton,B,clay,2019-11-27,2020-02-25,71.15,27.59,1754.11
77,Maize,C,sandy,2014-04-23,2014-09-15,185.52,39.03,5265.01
84,Maize,C,sandy,2003-04-02,2003-07-29,105.29,30.56,4255.81
62,Paddy,C,loam,2015-01-10,2015-06-06,93.97,5.43,5377.98
143,Jowar,B,loam,2014-11-19,2015-03-06,69.97,5.2,3002.92
139,Cotton,C,loam,2021-02-26,2021-06-25,88.15,48.87,1843.4
177,Jowar,B,clay,2001-09-05,2001-12-04,68.28,49.95,2494.25
59,Cotton,A,clay,2012-05-30,2012-09-07,139.52,17.4,2272.43
149,Paddy,B,clay,2012-12-15,2013-04-02,198.66,28.3,6842.11
137,Cotton,A,sandy,2010-07-05,2010-10-26,186.31,25.81,2524.37
131,Paddy,A,loam,2012-02-15,2012-06-05,170.18,47.78,6154.17
195,Paddy,C,loam,1999-12-28,2000-05-24,182.62,16.73,6199.16
89,Cotton,B,clay,1999-03-19,1999-06-17,73.19,16.1,2972.02
168,Maize,C,loam,2019-01-21,2019-04-21,106.15,8.06,5987.51
165,Jowar,B,sandy,2002-12-02,2003-04-14,195.18,22.55,3187.69
73,Cotton,A,clay,2019-05-18,2019-09-12,196.99,1.37,2781.61
136,Cotton,B,sandy,2021-10-07,2022-01-24,126.33,30.34,2772.85
155,Maize,A,sandy,2009-03-10,2009-07-13,166.45,31.71,5624.92
158,Maize,B,sandy,2002-06-30,2002-10-16,50.6,31.3,4649.98
70,Cotton,B,clay,2003-02-05,2003-05-22,108.04,36.48,2094.09
42,Maize,A,clay,1998-01-05,1998-05-29,143.39,25.69,5232.79
18,Cotton,B,sandy,2011-07-03,2011-10-20,118.63,5.76,1739.0
104,Paddy,A,loam,2009-02-20,2009-07-04,135.11,23.62,4900.22
185,Paddy,B,sandy,2005-02-19,2005-06-27,139.46,30.26,5410.71
164,Paddy,A,clay,2009-05-18,2009-09-29,59.06,43.04,4992.86
4,Jowar,C,loam,2013-04-01,2013-08-20,56.16,29.66,3644.01
133,Cotton,A,sandy,2023-07-17,2023-11-06,133.66,26.58,2317.03
40,Maize,C,loam,2002-02-16,2002-05-25,179.65,3.23,5057.79
11,Maize,B,sandy,2000-10-11,2001-01-10,139.21,37.97,4589.85
197,Cotton,A,sandy,2020-02-06,2020-06-01,192.7,4.1,2357.5
27,Maize,C,sandy,2016-04-27,2016-07-28,141.26,6.12,3975.61
3,Cotton,B,clay,2017-06-08,2017-09-12,71.47,14.56,2485.15
199,Maize,C,loam,2014-04-26,2014-08-12,172.04,12.96,4925.35
158,Jowar,C,loam,2002-12-10,2003-05-06,139.38,21.45,2676.61
173,Cotton,A,loam,1999-01-18,1999-05-08,60.29,33.19,2651.78
39,Maize,A,clay,2008-07-08,2008-10-13,199.28,1.33,4900.1
22,Maize,C,clay,2006-12-06,2007-03-19,184.92,7.33,5278.96
6,Paddy,B,sandy,2004-07-12,2004-11-27,61.31,35.09,5808.23
196,Jowar,C,loam,2011-10-09,2012-02-19,111.07,49.04,3663.92
59,Jowar,B,clay,2013-06-29,2013-10-05,122.06,25.92,2908.56
99,Maize,A,clay,2007-02-09,2007-05-13,85.73,42.01,4765.36
151,Maize,A,sandy,2005-08-07,2005-11-28,194.8,34.67,4930.21
171,Maize,B,clay,2013-01-17,2013-06-08,129.73,33.85,3264.6
19,Cotton,A,loam,2001-01-29,2001-05-08,119.93,45.21,2664.82
112,Cotton,A,clay,2023-11-09,2024-02-13,51.63,7.12,2503.76
129,Paddy,B,loam,2023-12-03,2024-03-21,136.68,47.47,6103.27
137,Cotton,B,clay,2016-02-05,2016-05-27,105.45,39.3,2689.14
125,Paddy,A,sandy,2010-01-01,2010-04-19,147.71,42.51,5533.78
78,Paddy,A,loam,2003-07-05,2003-11-29,64.04,16.46,5162.1
49,Cotton,A,loam,2009-10-30,2010-02-08,165.07,28.09,2560.68
126,Paddy,C,clay,2020-11-06,2021-03-05,100.33,21.09,5529.23
81,Maize,B,clay,2005-11-23,2006-04-17,82.97,42.56,4699.32
17,Paddy,B,clay,2013-01-20,2013-06-13,109.19,1.72,5129.59
144,Cotton,B,sandy,2017-11-15,2018-04-02,52.85,19.35,1833.45
92,Paddy,C,sandy,2012-12-29,2013-05-22,88.8,36.37,6102.44
7,Jowar,B,loam,2002-06-29,2002-09-29,165.16,15.38,2825.03
165,Paddy,C,loam,2007-11-29,2008-02-29,70.54,46.26,5401.49
171,Maize,B,clay,2021-10-11,2022-03-10,147.96,31.54,4334.44
92,Cotton,B,sandy,2004-05-11,2004-08-09,67.05,25.55,1899.68
106,Jowar,C,sandy,2007-12-16,2008-03-22,78.03,42.09,3393.37
125,Paddy,A,sandy,2017-05-25,2017-08-24,79.6,8.79,6029.93
51,Jowar,C,sandy,2015-02-17,2015-06-22,72.84,20.66,3044.3
12,Maize,A,clay,2008-12-08,2009-03-29,166.6,23.4,3950.87
159,Paddy,B,loam,2010-03-15,2010-08-07,161.6,31.21,7182.06
141,Paddy,C,sandy,2003-06-22,2003-10-23,199.52,27.35,6666.16
173,Maize,A,clay,1998-08-17,1998-12-12,172.63,17.27,5874.95
144,Paddy,B,loam,2011-05-20,2011-09-18,163.79,36.88,5851.45
144,Jowar,B,sandy,2007-06-16,2007-11-09,104.81,47.31,2930.33
20,Maize,C,clay,2007-06-17,2007-09-29,182.81,28.55,5585.77
138,Paddy,B,loam,2013-08-27,2014-01-20,61.7,4.68,5295.5
62,Maize,A,clay,2003-08-24,2003-12-20,182.29,46.83,4976.87
88,Paddy,C,sandy,1998-08-04,1998-11-27,85.92,10.84,5062.93
85,Cotton,A,clay,2000-05-29,2000-09-23,77.75,0.27,2508.44
195,Cotton,A,clay,2006-01-13,2006-04-13,72.07,31.83,2225.66
191,Maize,B,loam,2015-06-21,2015-10-05,100.42,21.2,4675.31
24,Jowar,C,loam,2000-07-09,2000-11-05,178.49,6.53,3668.64
92,Maize,A,clay,2010-11-26,2011-04-11,161.88,16.22,6352.81
32,Jowar,C,loam,2019-10-31,2020-03-16,117.62,41.05,2804.73
2,Paddy,A,clay,2020-01-24,2020-06-04,153.11,15.28,5238.37
136,Jowar,A,sandy,2010-04-16,2010-08-17,67.56,21.55,2029.53
128,Jowar,C,clay,2001-01-25,2001-05-09,124.65,8.96,3194.16
90,Paddy,C,loam,2023-05-12,2023-08-26,52.02,31.33,5386.66
33,Cotton,A,sandy,2000-03-04,2000-06-14,103.53,14.37,2244.02
95,Jowar,B,sandy,2018-09-07,2018-12-25,61.16,45.34,3301.82
96,Maize,A,sandy,2019-04-19,2019-09-15,188.91,34.47,5695.91
94,Paddy,C,sandy,2003-01-02,2003-04-11,151.06,34.92,6967.89
135,Jowar,B,loam,2019-04-24,2019-08-31,130.55,11.17,3210.92
40,Paddy,A,loam,2003-03-18,2003-07-04,126.21,17.64,6416.79
53,Maize,C,clay,2020-03-02,2020-07-11,123.2,13.98,4764.32
115,Paddy,C,loam,2007-12-25,2008-04-14,144.89,39.57,5948.97
116,Paddy,A,sandy,2010-07-15,2010-11-13,119.92,4.7,5693.91
137,Maize,C,sandy,2011-12-08,2012-03-13,145.97,43.8,5468.09
1,Paddy,A,loam,2023-10-26,2024-02-09,148.01,21.69,6453.41
155,Maize,A,clay,2012-07-28,2012-12-12,78.65,38.92,4911.04
158,Maize,C,sandy,2003-03-10,2003-06-12,60.26,17.39,4608.38
169,Maize,C,sandy,2002-03-12,2002-07-27,51.53,6.91,4593.46
165,Paddy,B,sandy,2015-03-22,2015-07-20,110.6,6.84,6319.17
139,Paddy,B,sandy,2003-03-11,2003-07-14,132.73,33.54,5775.1
19,Cotton,B,sandy,2017-02-06,2017-05-26,90.29,14.82,1846.16
99,Paddy,B,clay,2000-12-25,2001-04-13,197.83,25.19,5991.14
139,Jowar,A,clay,2004-12-16,2005-03-23,113.3,18.83,2958.7
18,Cotton,B,sandy,2019-12-24,2020-04-04,80.57,20.95,2346.35
106,Jowar,C,clay,2000-09-07,2000-12-24,88.7,36.5,2807.15
16,Jowar,C,loam,2012-03-06,2012-08-02,153.59,32.2,3627.1
172,Paddy,A,clay,1999-08-04,1999-11-25,79.49,6.74,6837.27
170,Paddy,C,clay,2009-10-28,2010-02-17,73.22,3.81,4924.07
134,Cotton,B,clay,2021-06-21,2021-11-08,168.18,32.78,2903.57
129,Paddy,A,clay,2012-04-06,2012-08-01,89.68,5.78,6040.13
131,Cotton,C,clay,2019-12-11,2020-04-17,132.46,12.11,2142.55
174,Maize,A,loam,1998-05-23,1998-08-30,55.96,5.66,5237.69
102,Paddy,A,loam,2015-04-07,2015-07-24,146.13,8.7,6972.21
80,Maize,A,sandy,2008-12-30,2009-04-25,198.3,33.52,6474.55
157,Cotton,C,clay,2021-06-21,2021-10-31,138.8,43.53,2473.22
4,Paddy,A,sandy,2003-07-11,2003-11-29,96.8,3.7,4930.21
142,Cotton,A,clay,2004-04-08,2004-09-04,125.87,45.45,2635.75
177,Cotton,C,clay,2012-03-18,2012-08-08,145.94,2.09,2411.45
122,Jowar,C,sandy,1998-05-28,1998-10-04,66.76,20.18,3019.04
65,Maize,A,clay,2015-10-19,2016-03-12,198.61,10.46,6410.44
84,Cotton,B,clay,2023-11-16,2024-03-20,109.6,14.51,2199.84
52,Maize,A,loam,2004-08-20,2005-01-01,100.43,1.33,5569.56
38,Jowar,B,clay,1998-05-26,1998-09-07,95.33,14.9,2387.89
28,Cotton,C,loam,2022-12-09,2023-04-10,116.15,40.54,2685.76
105,Cotton,A,sandy,2015-11-21,2016-03-31,92.91,44.91,2350.93
84,Cotton,C,sandy,2000-03-09,2000-07-05,51.78,45.07,2466.16
83,Jowar,B,loam,2014-07-18,2014-11-26,173.72,39.66,3544.55
4,Cotton,A,sandy,2014-01-11,2014-06-01,114.5,15.4,2552.91
9,Jowar,B,clay,2000-03-15,2000-07-25,107.9,42.23,2369.47
78,Maize,A,sandy,2018-05-11,2018-09-30,77.84,11.38,4260.91
38,Maize,B,loam,2022-01-07,2022-05-16,61.29,15.82,5080.73
6,Cotton,B,clay,2011-02-04,2011-06-15,136.21,16.83,2394.91
193,Paddy,B,sandy,2009-06-30,2009-10-08,84.6,7.94,5605.32
18,Jowar,C,clay,2012-04-29,2012-08-13,186.57,38.02,3847.01
39,Jowar,B,loam,2003-06-10,2003-10-12,174.98,49.85,3519.38
82,Maize,B,clay,2014-03-04,2014-07-06,113.63,7.38,4253.21
44,Maize,C,clay,2020-02-19,2020-06-17,85.5,21.92,4629.85
28,Paddy,C,clay,2016-05-25,2016-09-05,192.89,22.35,5938.27
32,Paddy,B,sandy,2005-10-12,2006-02-14,195.58,38.63,6484.33
44,Maize,C,clay,2022-08-21,2022-12-25,82.47,29.42,4880.29
198,Jowar,B,loam,2011-07-15,2011-11-19,161.37,3.12,3887.73
170,Jowar,A,clay,2002-03-02,2002-07-19,106.34,14.28,3539.51
105,Cotton,A,clay,2002-02-11,2002-06-04,103.53,15.78,2554.82
15,Paddy,A,loam,2023-06-17,2023-11-01,92.54,44.3,5640.95
147,Cotton,C,sandy,2017-11-09,2018-03-09,57.78,17.2,1616.15
42,Cotton,A,loam,2000-12-24,2001-04-01,116.89,34.42,2740.48
114,Cotton,B,sandy,2006-03-06,2006-06-27,120.04,42.52,1988.06
101,Maize,B,sandy,2005-02-03,2005-06-25,129.59,42.26,5169.79
45,Paddy,B,loam,2011-10-28,2012-01-29,197.15,4.45,6674.65
177,Maize,A,loam,2003-11-26,2004-03-31,186.72,41.99,5561.47
100,Paddy,C,sandy,1999-09-21,2000-01-21,106.16,25.16,6724.36
1,Paddy,B,loam,2014-01-23,2014-06-07,51.17,2.91,6746.05
91,Cotton,C,sandy,2006-07-24,2006-11-23,112.7,23.05,2728.08
100,Paddy,B,clay,2001-06-05,2001-10-12,137.88,8.95,6393.92
132,Paddy,C,loam,2008-01-21,2008-04-29,135.16,47.95,7667.77
132,Maize,C,loam,2010-04-25,2010-08-14,98.36,40.4,4557.55
172,Paddy,A,loam,2008-05-29,2008-09-15,166.07,19.27,7327.4
14,Maize,A,sandy,2016-12-16,2017-04-18,64.9,28.9,4430.95
46,Paddy,C,sandy,2018-05-28,2018-10-17,160.42,7.15,6142.46
75,Paddy,A,clay,2013-08-06,2013-11-18,79.35,13.34,4704.77
191,Jowar,A,loam,2005-09-25,2006-02-05,92.61,28.35,2811.27
94,Cotton,C,sandy,2023-05-17,2023-10-01,191.03,0.49,2562.18
29,Cotton,B,sandy,2012-07-24,2012-10-23,121.92,19.76,2795.73
54,Paddy,C,clay,2006-01-25,2006-06-02,155.14,19.44,4635.9
9,Paddy,C,clay,2008-03-08,2008-07-20,136.27,11.2,7422.09
173,Paddy,A,clay,2012-10-24,2013-02-12,188.97,47.03,6040.15
64,Cotton,A,loam,2020-01-31,2020-06-10,144.31,46.37,2494.01
54,Paddy,A,sandy,2017-06-29,2017-09-29,148.68,20.93,6197.45
92,Jowar,B,clay,2009-08-31,2010-01-18,68.47,35.32,2770.94
68,Jowar,A,sandy,2017-07-20,2017-12-17,85.92,29.14,2799.05
61,Paddy,B,sandy,2008-02-17,2008-07-06,166.95,40.1,6650.95
90,Maize,B,sandy,1999-10-29,2000-03-19,134.1,13.34,5216.27
193,Cotton,B,loam,2016-09-06,2017-01-03,194.1,45.66,2778.12
126,Cotton,C,loam,2001-11-11,2002-03-15,163.57,9.16,3419.18
106,Maize,B,sandy,2012-10-22,2013-03-08,74.98,23.12,4547.27
129,Jowar,B,sandy,2002-05-01,2002-09-16,129.8,27.56,2944.49
115,Cotton,B,loam,2008-12-02,2009-04-29,163.09,36.18,1991.65
93,Paddy,C,clay,1998-09-22,1999-01-04,125.87,44.44,5143.54
107,Jowar,C,loam,2018-09-08,2018-12-09,158.64,10.34,2633.11
142,Paddy,A,clay,1998-10-17,1999-02-13,121.92,0.29,5984.49
45,Maize,A,sandy,2021-07-11,2021-11-07,104.74,13.51,4051.71
15,Jowar,B,clay,2016-08-26,2017-01-15,105.7,23.71,2866.95
57,Cotton,B,loam,2013-10-31,2014-02-13,193.38,8.13,3287.38
77,Cotton,A,sandy,2017-10-26,2018-03-04,164.22,38.53,3127.1
177,Jowar,C,loam,2023-03-19,2023-07-04,186.93,32.13,3106.78
78,Cotton,A,loam,2013-07-29,2013-11-25,113.91,25.22,2571.66
109,Maize,C,clay,1999-09-09,1999-12-12,105.74,15.85,5064.61
56,Jowar,B,sandy,2008-06-09,2008-09-12,106.31,28.17,3196.75
128,Paddy,C,loam,2022-06-05,2022-10-30,131.44,47.3,6069.04
182,Maize,A,loam,2021-05-27,2021-10-17,110.65,26.28,4453.38
43,Maize,A,clay,2021-05-09,2021-08-28,127.61,25.97,4673.11
7,Jowar,B,sandy,2002-06-14,2002-10-08,189.72,17.62,3165.97
136,Paddy,A,loam,2003-07-05,2003-10-30,88.58,42.32,5253.82
198,Maize,B,clay,1998-08-12,1998-11-30,56.67,23.63,4884.49
38,Maize,B,loam,2013-07-17,2013-10-26,107.18,3.41,4977.75
163,Paddy,A,sandy,2014-04-08,2014-07-22,117.54,19.46,5395.79
38,Maize,C,sandy,2017-12-26,2018-03-31,76.57,17.71,3942.9
190,Cotton,B,sandy,2006-06-09,2006-09-15,169.39,20.43,2414.82
20,Jowar,A,sandy,2013-02-25,2013-06-24,72.01,14.33,2933.86
45,Maize,B,sandy,2005-07-02,2005-10-20,168.4,36.48,5284.91
60,Jowar,A,sandy,1998-05-26,1998-08-31,81.07,43.1,3088.48
185,Paddy,B,loam,2022-03-11,2022-06-29,102.13,27.02,6053.29
86,Paddy,B,sandy,2015-05-09,2015-09-12,72.41,20.14,5610.04
126,Paddy,B,sandy,2002-01-18,2002-06-06,90.64,35.67,6468.89
182,Paddy,B,clay,2011-05-30,2011-10-21,129.33,30.78,6405.74
17,Jowar,C,sandy,2005-02-25,2005-06-23,149.75,0.97,2706.41
48,Cotton,A,loam,2012-10-04,2013-01-16,121.43,43.85,2829.17
132,Cotton,C,loam,2023-12-12,2024-04-17,166.9,6.12,2370.6
71,Paddy,B,sandy,2009-08-05,2009-12-03,141.02,29.13,5657.69
132,Paddy,C,sandy,2000-03-27,2000-07-08,129.23,27.96,6234.16
163,Cotton,B,sandy,2018-07-11,2018-12-02,165.21,2.33,2870.69
67,Jowar,C,loam,2009-05-30,2009-09-03,72.82,30.34,2562.28
105,Maize,C,sandy,2020-02-17,2020-06-26,54.23,39.22,5020.76
87,Cotton,C,clay,2017-03-01,2017-07-19,193.26,46.64,2390.88
4,Paddy,B,clay,2011-07-18,2011-12-06,157.25,39.12,5881.06
106,Jowar,A,clay,2008-08-10,2008-12-01,103.88,22.92,3243.65
64,Cotton,C,loam,2021-03-05,2021-07-16,60.49,41.7,2166.49
139,Maize,A,loam,2011-10-31,2012-03-10,92.87,43.84,5046.11
42,Jowar,A,sandy,2009-07-27,2009-12-14,83.11,42.34,3192.83
164,Maize,B,loam,2007-10-01,2008-01-12,96.7,44.48,4649.5
194,Paddy,A,loam,2019-04-15,2019-08-14,76.56,5.83,5927.18
89,Maize,C,sandy,2018-03-15,2018-06-29,140.4,24.01,4607.55
19,Jowar,B,sandy,2001-10-21,2002-01-25,198.29,8.67,2669.51
100,Jowar,C,loam,2021-01-27,2021-05-09,98.37,30.21,3144.44
40,Cotton,B,loam,2014-07-10,2014-11-22,73.41,43.84,2373.26
168,Maize,A,clay,2022-02-08,2022-06-04,100.38,20.8,5513.03
150,Jowar,A,loam,2005-06-05,2005-09-08,128.48,27.0,2881.63
7,Maize,C,clay,2008-08-11,2008-12-20,78.55,33.69,5085.31
27,Paddy,C,loam,1998-07-02,1998-11-10,131.72,33.57,6381.8
12,Paddy,C,sandy,2021-10-09,2022-02-19,174.9,17.21,5730.88
7,Paddy,B,clay,2008-05-30,2008-09-30,106.6,46.1,5091.42
162,Cotton,A,clay,2006-12-03,2007-04-06,156.57,47.55,3038.65
92,Paddy,A,sandy,2022-01-05,2022-06-04,167.4,5.55,5892.43
185,Maize,C,sandy,2021-02-15,2021-06-03,192.33,44.43,5476.69
12,Maize,C,clay,2003-04-12,2003-08-12,161.85,27.75,5265.16
150,Jowar,B,loam,2012-10-04,2013-02-07,197.06,48.59,4027.66
143,Jowar,C,loam,2003-09-22,2004-02-13,138.98,46.71,3278.77
130,Cotton,C,sandy,2000-06-08,2000-09-09,144.12,40.69,1420.03
42,Jowar,B,clay,2011-01-13,2011-06-05,121.54,4.3,3025.92
95,Cotton,B,loam,2023-10-31,2024-02-18,59.09,26.32,2134.12
146,Maize,B,clay,2005-04-19,2005-08-18,165.23,16.82,5598.42
136,Jowar,B,clay,2005-05-05,2005-08-07,190.74,45.64,2388.28
194,Cotton,C,sandy,2002-03-04,2002-07-27,67.48,31.74,2209.74
87,Cotton,B,loam,2010-11-09,2011-03-09,101.0,12.93,2431.23
32,Cotton,A,clay,2010-05-19,2010-10-15,91.06,38.36,1991.13
77,Cotton,C,clay,2002-07-30,2002-11-04,157.32,47.31,3025.86
93,Paddy,C,sandy,2017-03-13,2017-06-11,124.6,17.86,6812.17
43,Cotton,B,loam,2012-03-17,2012-07-06,77.93,12.13,2342.55
9,Jowar,A,clay,2012-01-12,2012-05-08,164.84,26.56,3319.49
170,Paddy,A,sandy,2018-03-02,2018-06-01,88.18,20.12,6891.89
27,Jowar,A,loam,2013-04-23,2013-07-31,87.42,3.56,2925.08
144,Maize,B,sandy,2011-01-16,2011-06-12,175.58,43.96,5815.08
157,Maize,A,loam,2000-12-17,2001-05-01,114.96,34.33,4137.55
195,Paddy,C,clay,2017-10-18,2018-02-01,180.21,5.31,6791.97
108,Cotton,C,loam,2012-05-24,2012-10-04,64.01,48.91,2310.35
1,Cotton,B,clay,1998-08-27,1998-12-13,65.68,8.61,2580.31
95,Maize,C,clay,2011-09-26,2012-02-19,193.01,23.26,5549.12
94,Maize,C,loam,2005-11-08,2006-02-06,153.08,40.56,5683.4
11,Maize,C,sandy,2011-11-06,2012-04-04,110.93,5.16,3793.6
196,Cotton,A,sandy,2016-06-03,2016-10-02,142.96,39.97,2227.01
157,Cotton,C,clay,2018-03-22,2018-08-05,183.82,14.37,1853.01
78,Jowar,A,loam,2019-01-25,2019-06-23,70.53,36.63,2619.08
86,Jowar,A,clay,2015-07-31,2015-11-01,92.26,40.73,2333.27
39,Maize,B,loam,2000-12-11,2001-04-14,128.11,45.49,4656.19
12,Cotton,C,clay,2014-11-10,2015-02-28,84.59,25.49,1611.78
36,Maize,A,sandy,2023-04-12,2023-07-24,67.37,10.56,3770.65
2,Cotton,B,loam,1999-03-04,1999-06-18,101.74,1.36,2676.35
115,Paddy,A,clay,2023-07-05,2023-10-20,99.82,43.5,4920.76
94,Cotton,A,loam,2023-06-11,2023-11-03,58.72,16.65,2761.96
194,Maize,C,clay,2016-04-30,2016-09-17,86.73,31.88,4833.76
111,Maize,C,loam,2005-04-24,2005-09-13,114.77,30.19,3212.97
184,Maize,B,clay,2022-10-24,2023-02-05,54.43,40.61,4313.16
184,Paddy,A,clay,2000-10-12,2001-01-19,82.86,20.08,4834.11
179,Paddy,B,clay,1998-04-23,1998-08-18,165.56,49.2,6241.72
90,Cotton,A,sandy,2010-06-16,2010-09-25,64.93,19.13,2719.04
154,Maize,A,sandy,2009-08-10,2009-11-29,57.82,2.44,4241.51
128,Paddy,C,sandy,2014-08-24,2014-12-28,198.3,41.62,5489.81
37,Maize,C,clay,2008-04-25,2008-08-22,195.47,0.68,4903.91
43,Cotton,B,loam,2005-08-07,2005-12-17,112.72,8.19,2071.49
183,Cotton,B,loam,2004-09-06,2004-12-18,174.91,46.55,3004.68
179,Cotton,B,clay,2002-11-15,2003-04-07,173.32,41.77,2755.41
96,Jowar,A,sandy,2002-03-06,2002-07-14,165.29,45.48,3413.73
112,Cotton,A,clay,2001-09-21,2002-02-14,121.0,45.94,1865.94
188,Maize,A,sandy,2018-11-22,2019-03-15,82.48,39.38,4150.66
63,Cotton,B,sandy,2008-10-07,2009-02-26,67.91,17.98,2110.92
175,Cotton,B,sandy,2007-09-13,2007-12-30,166.63,25.33,2211.24
23,Jowar,C,clay,2014-05-23,2014-10-04,186.9,39.08,3241.22
197,Cotton,B,sandy,2008-07-16,2008-11-05,181.73,45.75,2842.68
182,Cotton,B,loam,1998-09-22,1999-02-02,123.49,45.4,2373.13
7,Jowar,C,sandy,2000-07-12,2000-11-30,50.03,35.48,3365.99
115,Cotton,C,loam,2015-10-21,2016-02-12,116.31,10.95,2009.37
106,Jowar,C,loam,2011-05-15,2011-08-23,143.72,34.02,3024.07
101,Jowar,A,clay,2020-11-13,2021-03-12,56.2,0.01,3340.25
80,Cotton,A,clay,2004-01-06,2004-05-11,192.28,31.8,3011.69
179,Maize,C,sandy,2020-11-08,2021-02-18,126.48,10.26,4610.08
